,Cell_ID,Ligand_Label
8070,Cell3786,0
8071,Cell4946,0
8072,Cell3687,0
8073,Cell7570,0
8074,Cell15139,0
8075,Cell11671,0
8076,Cell13166,0
8077,Cell6779,0
8078,Cell12163,0
8079,Cell3119,0
8080,Cell9676,0
8081,Cell14755,0
8082,Cell3183,0
8083,Cell8250,0
8084,Cell9409,0
8085,Cell165,0
8086,Cell899,0
8087,Cell5520,0
8088,Cell15456,0
8089,Cell5485,0
8090,Cell12562,0
8091,Cell7329,0
8092,Cell9767,0
8093,Cell2210,0
8094,Cell7298,0
8095,Cell1733,0
8096,Cell13572,0
8097,Cell7864,0
8098,Cell9079,0
8099,Cell7633,0
8100,Cell1782,0
8101,Cell7048,0
8102,Cell12038,0
8103,Cell2897,0
8104,Cell5196,0
8105,Cell7237,0
8106,Cell13553,0
8107,Cell10391,0
8108,Cell4558,0
8109,Cell9272,0
8110,Cell14168,0
8111,Cell15411,0
8112,Cell2141,0
8113,Cell9482,0
8114,Cell3498,0
8115,Cell1818,0
8116,Cell3045,0
8117,Cell5768,0
8118,Cell10910,0
8119,Cell4931,0
8120,Cell8352,0
8121,Cell4530,0
8122,Cell13963,0
8123,Cell3709,0
8124,Cell13764,0
8125,Cell10793,0
8126,Cell1471,0
8127,Cell4279,0
8128,Cell211,0
8129,Cell11370,0
8130,Cell2330,0
8131,Cell3537,0
8132,Cell266,0
8133,Cell122,0
8134,Cell5059,0
8135,Cell2285,0
8136,Cell1454,0
8137,Cell4923,0
8138,Cell10418,0
8139,Cell5122,0
8140,Cell5495,0
8141,Cell4824,0
8142,Cell15472,0
8143,Cell9279,0
8144,Cell6325,0
8145,Cell479,0
8146,Cell3340,0
8147,Cell15874,0
8148,Cell15669,0
8149,Cell3241,0
8150,Cell14787,0
8151,Cell5502,0
8152,Cell2305,0
8153,Cell1362,0
8154,Cell15405,0
8155,Cell12116,0
8156,Cell9307,0
8157,Cell15321,0
8158,Cell13299,0
8159,Cell9345,0
8160,Cell11153,0
8161,Cell13093,0
8162,Cell10736,0
8163,Cell14269,0
8164,Cell13848,0
8165,Cell2919,0
8166,Cell9087,0
8167,Cell13480,0
8168,Cell15727,0
8169,Cell1398,0
8170,Cell6810,0
8171,Cell5244,0
8172,Cell3074,0
8173,Cell2130,0
8174,Cell13463,0
8175,Cell7722,0
8176,Cell96,0
8177,Cell7459,0
8178,Cell7542,0
8179,Cell1179,0
8180,Cell1206,0
8181,Cell14075,0
8182,Cell4665,0
8183,Cell2515,0
8184,Cell7000,0
8185,Cell8225,0
8186,Cell8349,0
8187,Cell7292,0
8188,Cell15801,0
8189,Cell5291,0
8190,Cell8611,0
8191,Cell1979,0
8192,Cell9445,0
8193,Cell13232,0
8194,Cell4568,0
8195,Cell14657,0
8196,Cell1954,0
8197,Cell1622,0
8198,Cell3743,0
8199,Cell6376,0
8200,Cell9026,0
8201,Cell10280,0
8202,Cell5336,0
8203,Cell676,0
8204,Cell11736,0
8205,Cell10876,0
8206,Cell10505,0
8207,Cell10312,0
8208,Cell13768,0
8209,Cell8066,0
8210,Cell5638,0
8211,Cell2196,0
8212,Cell4831,0
8213,Cell8123,0
8214,Cell12262,0
8215,Cell6660,0
8216,Cell12842,0
8217,Cell9356,0
8218,Cell6320,0
8219,Cell1497,0
8220,Cell1773,0
8221,Cell6884,0
8222,Cell267,0
8223,Cell636,0
8224,Cell5754,0
8225,Cell5671,0
8226,Cell10610,0
8227,Cell10992,0
8228,Cell5477,0
8229,Cell1327,0
8230,Cell14929,0
8231,Cell9975,0
8232,Cell15839,0
8233,Cell10345,0
8234,Cell9321,0
8235,Cell15149,0
8236,Cell13748,0
8237,Cell2824,0
8238,Cell10288,0
8239,Cell12238,0
8240,Cell3831,0
8241,Cell11362,0
8242,Cell8498,0
8243,Cell13749,0
8244,Cell8465,0
8245,Cell15272,0
8246,Cell11227,0
8247,Cell10188,0
8248,Cell7195,0
8249,Cell2821,0
8250,Cell6239,0
8251,Cell14497,0
8252,Cell6149,0
8253,Cell3631,0
8254,Cell14409,0
8255,Cell3159,0
8256,Cell15581,0
8257,Cell4927,0
8258,Cell4532,0
8259,Cell12126,0
8260,Cell14042,0
8261,Cell9490,0
8262,Cell3144,0
8263,Cell7649,0
8264,Cell6944,0
8265,Cell2336,0
8266,Cell8193,0
8267,Cell263,0
8268,Cell2875,0
8269,Cell2005,0
8270,Cell13519,0
8271,Cell12525,0
8272,Cell11639,0
8273,Cell6504,0
8274,Cell9208,0
8275,Cell14485,0
8276,Cell12415,0
8277,Cell6318,0
8278,Cell595,0
8279,Cell1955,0
8280,Cell15486,0
8281,Cell11154,0
8282,Cell9248,0
8283,Cell12940,0
8284,Cell555,0
8285,Cell2758,0
8286,Cell9240,0
8287,Cell1293,0
8288,Cell11206,0
8289,Cell2205,0
8290,Cell15893,0
8291,Cell6565,0
8292,Cell4646,0
8293,Cell14689,0
8294,Cell11191,0
8295,Cell8746,0
8296,Cell3047,0
8297,Cell4458,0
8298,Cell6528,0
8299,Cell6832,0
8300,Cell2325,0
8301,Cell9830,0
8302,Cell11722,0
8303,Cell9948,0
8304,Cell2772,0
8305,Cell10419,0
8306,Cell7872,0
8307,Cell14397,0
8308,Cell6781,0
8309,Cell4544,0
8310,Cell1184,0
8311,Cell13382,0
8312,Cell7099,0
8313,Cell1475,0
8314,Cell2424,0
8315,Cell4557,0
8316,Cell3624,0
8317,Cell9162,0
8318,Cell11878,0
8319,Cell992,0
8320,Cell14020,0
8321,Cell9840,0
8322,Cell5260,0
8323,Cell13972,0
8324,Cell13509,0
8325,Cell2236,0
8326,Cell3107,0
8327,Cell15658,0
8328,Cell11277,0
8329,Cell15454,0
8330,Cell775,0
8331,Cell7511,0
8332,Cell6516,0
8333,Cell8814,0
8334,Cell2042,0
8335,Cell3404,0
8336,Cell7407,0
8337,Cell241,0
8338,Cell11333,0
8339,Cell2277,0
8340,Cell120,0
8341,Cell14460,0
8342,Cell9265,0
8343,Cell7326,0
8344,Cell13023,0
8345,Cell1816,0
8346,Cell504,0
8347,Cell5318,0
8348,Cell160,0
8349,Cell5123,0
8350,Cell8509,0
8351,Cell2295,0
8352,Cell2306,0
8353,Cell8471,0
8354,Cell1829,0
8355,Cell7923,0
8356,Cell2714,0
8357,Cell11960,0
8358,Cell2748,0
8359,Cell10305,0
8360,Cell4620,0
8361,Cell6206,0
8362,Cell15420,0
8363,Cell6985,0
8364,Cell11846,0
8365,Cell6315,0
8366,Cell8201,0
8367,Cell2976,0
8368,Cell10146,0
8369,Cell3995,0
8370,Cell13362,0
8371,Cell2916,0
8372,Cell8438,0
8373,Cell533,0
8374,Cell11864,0
8375,Cell11428,0
8376,Cell9165,0
8377,Cell5978,0
8378,Cell3740,0
8379,Cell2104,0
8380,Cell5763,0
8381,Cell465,0
8382,Cell12763,0
8383,Cell7594,0
8384,Cell8135,0
8385,Cell13752,0
8386,Cell12407,0
8387,Cell8427,0
8388,Cell4304,0
8389,Cell14237,0
8390,Cell1249,0
8391,Cell15856,0
8392,Cell13078,0
8393,Cell8575,0
8394,Cell13919,0
8395,Cell3165,0
8396,Cell8441,0
8397,Cell6059,0
8398,Cell1814,0
8399,Cell5959,0
8400,Cell12847,0
8401,Cell4954,0
8402,Cell5016,0
8403,Cell6132,0
8404,Cell3403,0
8405,Cell3017,0
8406,Cell6797,0
8407,Cell6414,0
8408,Cell7219,0
8409,Cell7950,0
8410,Cell1376,0
8411,Cell2075,0
8412,Cell2533,0
8413,Cell14395,0
8414,Cell12025,0
8415,Cell865,0
8416,Cell14615,0
8417,Cell5965,0
8418,Cell12224,0
8419,Cell2430,0
8420,Cell5603,0
8421,Cell13530,0
8422,Cell4084,0
8423,Cell12403,0
8424,Cell9838,0
8425,Cell10455,0
8426,Cell14957,0
8427,Cell3820,0
8428,Cell14765,0
8429,Cell6208,0
8430,Cell1746,0
8431,Cell13257,0
8432,Cell271,0
8433,Cell12240,0
8434,Cell5295,0
8435,Cell15045,0
8436,Cell4158,0
8437,Cell7483,0
8438,Cell5345,0
8439,Cell1933,0
8440,Cell8534,0
8441,Cell6240,0
8442,Cell4773,0
8443,Cell14298,0
8444,Cell4283,0
8445,Cell6056,0
8446,Cell14753,0
8447,Cell1601,0
8448,Cell7665,0
8449,Cell4515,0
8450,Cell6192,0
8451,Cell1469,0
8452,Cell3838,0
8453,Cell12147,0
8454,Cell9074,0
8455,Cell9257,0
8456,Cell4211,0
8457,Cell6714,0
8458,Cell8888,0
8459,Cell12829,0
8460,Cell484,0
8461,Cell8619,0
8462,Cell4215,0
8463,Cell12856,0
8464,Cell5512,0
8465,Cell7765,0
8466,Cell10871,0
8467,Cell823,0
8468,Cell7261,0
8469,Cell13925,0
8470,Cell11072,0
8471,Cell4706,0
8472,Cell15448,0
8473,Cell7167,0
8474,Cell1717,0
8475,Cell10858,0
8476,Cell15722,0
8477,Cell6106,0
8478,Cell5501,0
8479,Cell13122,0
8480,Cell2656,0
8481,Cell3000,0
8482,Cell4822,0
8483,Cell14231,0
8484,Cell3652,0
8485,Cell3851,0
8486,Cell13240,0
8487,Cell1646,0
8488,Cell285,0
8489,Cell14989,0
8490,Cell10040,0
8491,Cell5224,0
8492,Cell12109,0
8493,Cell14795,0
8494,Cell15595,0
8495,Cell13384,0
8496,Cell3538,0
8497,Cell9131,0
8498,Cell14146,0
8499,Cell2776,0
8500,Cell3748,0
8501,Cell14385,0
8502,Cell6769,0
8503,Cell14807,0
8504,Cell15569,0
8505,Cell1742,0
8506,Cell1091,0
8507,Cell11266,0
8508,Cell5846,0
8509,Cell3078,0
8510,Cell4988,0
8511,Cell11088,0
8512,Cell9359,0
8513,Cell15591,0
8514,Cell8815,0
8515,Cell2683,0
8516,Cell6965,0
8517,Cell14844,0
8518,Cell25,0
8519,Cell15863,0
8520,Cell11205,0
8521,Cell4778,0
8522,Cell6448,0
8523,Cell2982,0
8524,Cell15609,0
8525,Cell4497,0
8526,Cell1946,0
8527,Cell6644,0
8528,Cell12003,0
8529,Cell8795,0
8530,Cell3386,0
8531,Cell5898,0
8532,Cell5596,0
8533,Cell11392,0
8534,Cell9226,0
8535,Cell14242,0
8536,Cell9258,0
8537,Cell9955,0
8538,Cell13872,0
8539,Cell12208,0
8540,Cell9747,0
8541,Cell13801,0
8542,Cell686,0
8543,Cell654,0
8544,Cell8904,0
8545,Cell14660,0
8546,Cell4146,0
8547,Cell3956,0
8548,Cell7104,0
8549,Cell6718,0
8550,Cell13432,0
8551,Cell2240,0
8552,Cell198,0
8553,Cell9811,0
8554,Cell5461,0
8555,Cell13610,0
8556,Cell4575,0
8557,Cell11478,0
8558,Cell397,0
8559,Cell15349,0
8560,Cell14419,0
8561,Cell7363,0
8562,Cell1884,0
8563,Cell13978,0
8564,Cell3039,0
8565,Cell150,0
8566,Cell9753,0
8567,Cell4241,0
8568,Cell14618,0
8569,Cell15222,0
8570,Cell2469,0
8571,Cell5747,0
8572,Cell5742,0
8573,Cell1837,0
8574,Cell12205,0
8575,Cell7830,0
8576,Cell2212,0
8577,Cell9845,0
8578,Cell8636,0
8579,Cell7652,0
8580,Cell7981,0
8581,Cell12818,0
8582,Cell3477,0
8583,Cell14745,0
8584,Cell15406,0
8585,Cell5493,0
8586,Cell9378,0
8587,Cell7590,0
8588,Cell3930,0
8589,Cell2096,0
8590,Cell10411,0
8591,Cell1996,0
8592,Cell10668,0
8593,Cell6717,0
8594,Cell3451,0
8595,Cell15231,0
8596,Cell6317,0
8597,Cell1373,0
8598,Cell12855,0
8599,Cell6761,0
8600,Cell14709,0
8601,Cell9539,0
8602,Cell12029,0
8603,Cell1976,0
8604,Cell1105,0
8605,Cell11824,0
8606,Cell2403,0
8607,Cell679,0
8608,Cell9197,0
8609,Cell15407,0
8610,Cell6014,0
8611,Cell4806,0
8612,Cell7437,0
8613,Cell15161,0
8614,Cell2681,0
8615,Cell14661,0
8616,Cell4625,0
8617,Cell9660,0
8618,Cell742,0
8619,Cell10247,0
8620,Cell12824,0
8621,Cell4891,0
8622,Cell14649,0
8623,Cell446,0
8624,Cell9411,0
8625,Cell8896,0
8626,Cell6734,0
8627,Cell9329,0
8628,Cell4424,0
8629,Cell9196,0
8630,Cell1602,0
8631,Cell2241,0
8632,Cell10449,0
8633,Cell7616,0
8634,Cell10175,0
8635,Cell256,0
8636,Cell3178,0
8637,Cell16,0
8638,Cell9394,0
8639,Cell11586,0
8640,Cell1016,0
8641,Cell1608,0
8642,Cell9199,0
8643,Cell5064,0
8644,Cell11819,0
8645,Cell3299,0
8646,Cell9519,0
8647,Cell15588,0
8648,Cell14287,0
8649,Cell8021,0
8650,Cell3407,0
8651,Cell13958,0
8652,Cell5239,0
8653,Cell4065,0
8654,Cell8417,0
8655,Cell2590,0
8656,Cell13758,0
8657,Cell12369,0
8658,Cell4928,0
8659,Cell4843,0
8660,Cell14011,0
8661,Cell1688,0
8662,Cell7701,0
8663,Cell8325,0
8664,Cell12635,0
8665,Cell1638,0
8666,Cell8754,0
8667,Cell12170,0
8668,Cell13837,0
8669,Cell12260,0
8670,Cell639,0
8671,Cell10335,0
8672,Cell13582,0
8673,Cell9758,0
8674,Cell2390,0
8675,Cell15428,0
8676,Cell1106,0
8677,Cell5483,0
8678,Cell10374,0
8679,Cell1678,0
8680,Cell13312,0
8681,Cell7745,0
8682,Cell3849,0
8683,Cell8847,0
8684,Cell5863,0
8685,Cell8296,0
8686,Cell14821,0
8687,Cell4060,0
8688,Cell15218,0
8689,Cell7608,0
8690,Cell3361,0
8691,Cell15884,0
8692,Cell859,0
8693,Cell8653,0
8694,Cell1523,0
8695,Cell2698,0
8696,Cell7320,0
8697,Cell7122,0
8698,Cell3650,0
8699,Cell6802,0
8700,Cell8953,0
8701,Cell14794,0
8702,Cell9158,0
8703,Cell10672,0
8704,Cell4447,0
8705,Cell4875,0
8706,Cell4331,0
8707,Cell14310,0
8708,Cell8165,0
8709,Cell21,0
8710,Cell11830,0
8711,Cell6031,0
8712,Cell12338,0
8713,Cell7015,0
8714,Cell8506,0
8715,Cell11975,0
8716,Cell13075,0
8717,Cell9626,0
8718,Cell4542,0
8719,Cell13247,0
8720,Cell2963,0
8721,Cell11194,0
8722,Cell11628,0
8723,Cell4705,0
8724,Cell7387,0
8725,Cell12119,0
8726,Cell5604,0
8727,Cell2411,0
8728,Cell3236,0
8729,Cell6395,0
8730,Cell9837,0
8731,Cell1795,0
8732,Cell1908,0
8733,Cell8604,0
8734,Cell2246,0
8735,Cell13243,0
8736,Cell14994,0
8737,Cell4825,0
8738,Cell7615,0
8739,Cell4417,0
8740,Cell2839,0
8741,Cell4690,0
8742,Cell7373,0
8743,Cell12725,0
8744,Cell8968,0
8745,Cell13649,0
8746,Cell8762,0
8747,Cell5158,0
8748,Cell13772,0
8749,Cell10033,0
8750,Cell10613,0
8751,Cell2290,0
8752,Cell1275,0
8753,Cell7305,0
8754,Cell5981,0
8755,Cell2636,0
8756,Cell906,0
8757,Cell5075,0
8758,Cell15709,0
8759,Cell8845,0
8760,Cell12817,0
8761,Cell11482,0
8762,Cell6204,0
8763,Cell1418,0
8764,Cell7003,0
8765,Cell4809,0
8766,Cell13525,0
8767,Cell5649,0
8768,Cell3973,0
8769,Cell7393,0
8770,Cell405,0
8771,Cell14232,0
8772,Cell3751,0
8773,Cell13828,0
8774,Cell13880,0
8775,Cell2127,0
8776,Cell12143,0
8777,Cell9771,0
8778,Cell205,0
8779,Cell14640,0
8780,Cell1299,0
8781,Cell1586,0
8782,Cell14616,0
8783,Cell9520,0
8784,Cell2473,0
8785,Cell11226,0
8786,Cell9224,0
8787,Cell1390,0
8788,Cell4520,0
8789,Cell14958,0
8790,Cell15600,0
8791,Cell3848,0
8792,Cell703,0
8793,Cell12472,0
8794,Cell13719,0
8795,Cell6033,0
8796,Cell10366,0
8797,Cell8408,0
8798,Cell11514,0
8799,Cell4664,0
8800,Cell788,0
8801,Cell13982,0
8802,Cell12949,0
8803,Cell11640,0
8804,Cell9280,0
8805,Cell4323,0
8806,Cell2497,0
8807,Cell14500,0
8808,Cell11587,0
8809,Cell7315,0
8810,Cell8003,0
8811,Cell3258,0
8812,Cell15382,0
8813,Cell14864,0
8814,Cell15860,0
8815,Cell1830,0
8816,Cell7559,0
8817,Cell9697,0
8818,Cell11473,0
8819,Cell13810,0
8820,Cell5849,0
8821,Cell2527,0
8822,Cell4305,0
8823,Cell8522,0
8824,Cell14196,0
8825,Cell599,0
8826,Cell4372,0
8827,Cell209,0
8828,Cell7004,0
8829,Cell7792,0
8830,Cell3370,0
8831,Cell7475,0
8832,Cell5714,0
8833,Cell6958,0
8834,Cell10125,0
8835,Cell15042,0
8836,Cell4457,0
8837,Cell8574,0
8838,Cell14907,0
8839,Cell2519,0
8840,Cell7150,0
8841,Cell2481,0
8842,Cell2106,0
8843,Cell8345,0
8844,Cell13185,0
8845,Cell7120,0
8846,Cell15583,0
8847,Cell15315,0
8848,Cell233,0
8849,Cell9303,0
8850,Cell4819,0
8851,Cell11312,0
8852,Cell10811,0
8853,Cell13419,0
8854,Cell6636,0
8855,Cell11705,0
8856,Cell11763,0
8857,Cell13129,0
8858,Cell14651,0
8859,Cell8036,0
8860,Cell3145,0
8861,Cell15345,0
8862,Cell8052,0
8863,Cell15616,0
8864,Cell2486,0
8865,Cell10511,0
8866,Cell7440,0
8867,Cell15540,0
8868,Cell3057,0
8869,Cell12787,0
8870,Cell8063,0
8871,Cell4043,0
8872,Cell1682,0
8873,Cell14290,0
8874,Cell856,0
8875,Cell14143,0
8876,Cell4920,0
8877,Cell10319,0
8878,Cell2646,0
8879,Cell52,0
8880,Cell1661,0
8881,Cell15246,0
8882,Cell2242,0
8883,Cell13643,0
8884,Cell5710,0
8885,Cell8134,0
8886,Cell15887,0
8887,Cell9159,0
8888,Cell9548,0
8889,Cell5241,0
8890,Cell7546,0
8891,Cell7287,0
8892,Cell350,0
8893,Cell6876,0
8894,Cell995,0
8895,Cell2668,0
8896,Cell14659,0
8897,Cell1097,0
8898,Cell12907,0
8899,Cell11821,0
8900,Cell9850,0
8901,Cell7310,0
8902,Cell809,0
8903,Cell1685,0
8904,Cell6231,0
8905,Cell7504,0
8906,Cell9703,0
8907,Cell5474,0
8908,Cell6642,0
8909,Cell9797,0
8910,Cell13845,0
8911,Cell12327,0
8912,Cell1724,0
8913,Cell8231,0
8914,Cell7617,0
8915,Cell5284,0
8916,Cell5594,0
8917,Cell4067,0
8918,Cell4979,0
8919,Cell12035,0
8920,Cell12809,0
8921,Cell10646,0
8922,Cell6185,0
8923,Cell1770,0
8924,Cell5373,0
8925,Cell12837,0
8926,Cell6160,0
8927,Cell12289,0
8928,Cell3256,0
8929,Cell11026,0
8930,Cell4681,0
8931,Cell15613,0
8932,Cell9884,0
8933,Cell12926,0
8934,Cell12268,0
8935,Cell8741,0
8936,Cell9200,0
8937,Cell7831,0
8938,Cell12538,0
8939,Cell11285,0
8940,Cell6234,0
8941,Cell8727,0
8942,Cell14414,0
8943,Cell13164,0
8944,Cell13781,0
8945,Cell4633,0
8946,Cell155,0
8947,Cell5392,0
8948,Cell8042,0
8949,Cell2964,0
8950,Cell12326,0
8951,Cell12196,0
8952,Cell4371,0
8953,Cell6379,0
8954,Cell7877,0
8955,Cell2134,0
8956,Cell136,0
8957,Cell6371,0
8958,Cell12670,0
8959,Cell5632,0
8960,Cell621,0
8961,Cell6656,0
8962,Cell11315,0
8963,Cell6261,0
8964,Cell4478,0
8965,Cell11184,0
8966,Cell13968,0
8967,Cell2715,0
8968,Cell11442,0
8969,Cell15002,0
8970,Cell15762,0
8971,Cell10524,0
8972,Cell6029,0
8973,Cell1847,0
8974,Cell14021,0
8975,Cell13141,0
8976,Cell3070,0
8977,Cell8194,0
8978,Cell10924,0
8979,Cell385,0
8980,Cell1985,0
8981,Cell9882,0
8982,Cell5838,0
8983,Cell7691,0
8984,Cell13418,0
8985,Cell15684,0
8986,Cell4540,0
8987,Cell5111,0
8988,Cell13377,0
8989,Cell3072,0
8990,Cell11876,0
8991,Cell15053,0
8992,Cell4455,0
8993,Cell4912,0
8994,Cell11767,0
8995,Cell14871,0
8996,Cell2544,0
8997,Cell151,0
8998,Cell7798,0
8999,Cell10474,0
9000,Cell6850,0
9001,Cell2346,0
9002,Cell210,0
9003,Cell14901,0
9004,Cell1313,0
9005,Cell11956,0
9006,Cell11570,0
9007,Cell8478,0
9008,Cell9300,0
9009,Cell5961,0
9010,Cell6787,0
9011,Cell13688,0
9012,Cell8853,0
9013,Cell14852,0
9014,Cell15881,0
9015,Cell3138,0
9016,Cell12910,0
9017,Cell10658,0
9018,Cell9510,0
9019,Cell9808,0
9020,Cell3167,0
9021,Cell2146,0
9022,Cell3378,0
9023,Cell13776,0
9024,Cell8523,0
9025,Cell15174,0
9026,Cell15685,0
9027,Cell1369,0
9028,Cell14215,0
9029,Cell148,0
9030,Cell2542,0
9031,Cell13267,0
9032,Cell1637,0
9033,Cell12623,0
9034,Cell2833,0
9035,Cell8960,0
9036,Cell6443,0
9037,Cell5357,0
9038,Cell7967,0
9039,Cell12083,0
9040,Cell5200,0
9041,Cell6679,0
9042,Cell749,0
9043,Cell5639,0
9044,Cell6583,0
9045,Cell8282,0
9046,Cell3929,0
9047,Cell4800,0
9048,Cell14637,0
9049,Cell15808,0
9050,Cell3806,0
9051,Cell6843,0
9052,Cell15497,0
9053,Cell1709,0
9054,Cell10629,0
9055,Cell12330,0
9056,Cell854,0
9057,Cell14739,0
9058,Cell11355,0
9059,Cell15376,0
9060,Cell14098,0
9061,Cell1865,0
9062,Cell3379,0
9063,Cell8058,0
9064,Cell11909,0
9065,Cell10943,0
9066,Cell10041,0
9067,Cell12861,0
9068,Cell14127,0
9069,Cell8834,0
9070,Cell12096,0
9071,Cell5085,0
9072,Cell10545,0
9073,Cell5920,0
9074,Cell15296,0
9075,Cell9299,0
9076,Cell252,0
9077,Cell8446,0
9078,Cell12097,0
9079,Cell2944,0
9080,Cell11599,0
9081,Cell15746,0
9082,Cell14980,0
9083,Cell5203,0
9084,Cell8340,0
9085,Cell9902,0
9086,Cell12360,0
9087,Cell10949,0
9088,Cell8855,0
9089,Cell5758,0
9090,Cell12985,0
9091,Cell4397,0
9092,Cell14484,0
9093,Cell1467,0
9094,Cell4213,0
9095,Cell5515,0
9096,Cell12158,0
9097,Cell6281,0
9098,Cell11515,0
9099,Cell3951,0
9100,Cell1164,0
9101,Cell15436,0
9102,Cell7075,0
9103,Cell3112,0
9104,Cell11811,0
9105,Cell12554,0
9106,Cell4404,0
9107,Cell10664,0
9108,Cell93,0
9109,Cell11466,0
9110,Cell6386,0
9111,Cell4139,0
9112,Cell2672,0
9113,Cell4951,0
9114,Cell2402,0
9115,Cell13862,0
9116,Cell14464,0
9117,Cell5563,0
9118,Cell8121,0
9119,Cell14230,0
9120,Cell1919,0
9121,Cell6332,0
9122,Cell6447,0
9123,Cell3298,0
9124,Cell12148,0
9125,Cell11179,0
9126,Cell8922,0
9127,Cell12365,0
9128,Cell3720,0
9129,Cell7379,0
9130,Cell10591,0
9131,Cell9517,0
9132,Cell14097,0
9133,Cell5529,0
9134,Cell1337,0
9135,Cell1988,0
9136,Cell15849,0
9137,Cell5366,0
9138,Cell9267,0
9139,Cell290,0
9140,Cell7687,0
9141,Cell2488,0
9142,Cell5776,0
9143,Cell10798,0
9144,Cell8279,0
9145,Cell5789,0
9146,Cell6089,0
9147,Cell13015,0
9148,Cell10347,0
9149,Cell7230,0
9150,Cell9541,0
9151,Cell10438,0
9152,Cell4696,0
9153,Cell4602,0
9154,Cell8936,0
9155,Cell11729,0
9156,Cell6338,0
9157,Cell13865,0
9158,Cell1434,0
9159,Cell4243,0
9160,Cell3629,0
9161,Cell6949,0
9162,Cell10068,0
9163,Cell182,0
9164,Cell1938,0
9165,Cell5709,0
9166,Cell8996,0
9167,Cell265,0
9168,Cell5381,0
9169,Cell11192,0
9170,Cell1030,0
9171,Cell7531,0
9172,Cell7246,0
9173,Cell134,0
9174,Cell5246,0
9175,Cell6380,0
9176,Cell7489,0
9177,Cell11575,0
9178,Cell342,0
9179,Cell1519,0
9180,Cell7034,0
9181,Cell8552,0
9182,Cell14212,0
9183,Cell13591,0
9184,Cell9295,0
9185,Cell13011,0
9186,Cell10361,0
9187,Cell8155,0
9188,Cell4556,0
9189,Cell13907,0
9190,Cell1846,0
9191,Cell3588,0
9192,Cell1119,0
9193,Cell3004,0
9194,Cell6917,0
9195,Cell13822,0
9196,Cell7364,0
9197,Cell11593,0
9198,Cell5757,0
9199,Cell1937,0
9200,Cell5463,0
9201,Cell10310,0
9202,Cell9665,0
9203,Cell15514,0
9204,Cell137,0
9205,Cell12581,0
9206,Cell14438,0
9207,Cell10368,0
9208,Cell12310,0
9209,Cell14879,0
9210,Cell3763,0
9211,Cell3750,0
9212,Cell6409,0
9213,Cell11858,0
9214,Cell13287,0
9215,Cell12600,0
9216,Cell2279,0
9217,Cell13423,0
9218,Cell2044,0
9219,Cell10669,0
9220,Cell4366,0
9221,Cell10961,0
9222,Cell4943,0
9223,Cell13003,0
9224,Cell6301,0
9225,Cell11879,0
9226,Cell2043,0
9227,Cell12247,0
9228,Cell2177,0
9229,Cell3724,0
9230,Cell204,0
9231,Cell746,0
9232,Cell4309,0
9233,Cell4930,0
9234,Cell8249,0
9235,Cell675,0
9236,Cell12185,0
9237,Cell11380,0
9238,Cell5715,0
9239,Cell14538,0
9240,Cell7914,0
9241,Cell3020,0
9242,Cell14117,0
9243,Cell10948,0
9244,Cell8606,0
9245,Cell40,0
9246,Cell15564,0
9247,Cell11608,0
9248,Cell753,0
9249,Cell1624,0
9250,Cell2353,0
9251,Cell8863,0
9252,Cell4153,0
9253,Cell7668,0
9254,Cell3077,0
9255,Cell2628,0
9256,Cell14612,0
9257,Cell15391,0
9258,Cell5367,0
9259,Cell12659,0
9260,Cell1377,0
9261,Cell948,0
9262,Cell2232,0
9263,Cell2701,0
9264,Cell3948,0
9265,Cell10615,0
9266,Cell15649,0
9267,Cell10009,0
9268,Cell14370,0
9269,Cell7021,0
9270,Cell1751,0
9271,Cell9649,0
9272,Cell10842,0
9273,Cell11235,0
9274,Cell13157,0
9275,Cell7710,0
9276,Cell9408,0
9277,Cell9601,0
9278,Cell6199,0
9279,Cell6278,0
9280,Cell14243,0
9281,Cell8742,0
9282,Cell7448,0
9283,Cell12216,0
9284,Cell10470,0
9285,Cell15263,0
9286,Cell14141,0
9287,Cell7358,0
9288,Cell390,0
9289,Cell5307,0
9290,Cell15329,0
9291,Cell2020,0
9292,Cell4228,0
9293,Cell7609,0
9294,Cell6885,0
9295,Cell14313,0
9296,Cell1967,0
9297,Cell3557,0
9298,Cell5168,0
9299,Cell2670,0
9300,Cell14604,0
9301,Cell11037,0
9302,Cell4523,0
9303,Cell11021,0
9304,Cell10051,0
9305,Cell7085,0
9306,Cell15836,0
9307,Cell11252,0
9308,Cell5233,0
9309,Cell1152,0
9310,Cell10898,0
9311,Cell10263,0
9312,Cell12105,0
9313,Cell15176,0
9314,Cell6572,0
9315,Cell13961,0
9316,Cell1357,0
9317,Cell15819,0
9318,Cell773,0
9319,Cell8496,0
9320,Cell10100,0
9321,Cell13839,0
9322,Cell6122,0
9323,Cell9582,0
9324,Cell10360,0
9325,Cell12316,0
9326,Cell2369,0
9327,Cell5687,0
9328,Cell5384,0
9329,Cell7318,0
9330,Cell13587,0
9331,Cell14452,0
9332,Cell115,0
9333,Cell9479,0
9334,Cell11717,0
9335,Cell10024,0
9336,Cell776,0
9337,Cell12879,0
9338,Cell4989,0
9339,Cell7972,0
9340,Cell12186,0
9341,Cell795,0
9342,Cell11812,0
9343,Cell8562,0
9344,Cell15443,0
9345,Cell3716,0
9346,Cell6405,0
9347,Cell11170,0
