Cell_ID,Ligand_Label
Cell25282,6
Cell33253,6
Cell22879,6
Cell32407,6
Cell4382,6
Cell3022,6
Cell23660,6
Cell45921,6
Cell71524,6
Cell10713,6
Cell55393,6
Cell44890,6
Cell15641,6
Cell6308,6
Cell17946,6
Cell32853,6
Cell41238,6
Cell38342,6
Cell13111,6
Cell21148,6
Cell8638,6
Cell11005,6
Cell16597,6
Cell9419,6
Cell44787,6
Cell54404,6
Cell25603,6
Cell16995,6
Cell43061,6
Cell31469,6
Cell7163,6
Cell54616,6
Cell41592,6
Cell26076,6
Cell8319,6
Cell69403,6
Cell39788,6
Cell29912,6
Cell40657,6
Cell52004,6
Cell70341,6
Cell3175,6
Cell21870,6
Cell58708,6
Cell20951,6
Cell62020,6
Cell13022,6
Cell33305,6
Cell27499,6
Cell25474,6
Cell3316,6
Cell15620,6
Cell21542,6
Cell25476,6
Cell12614,6
Cell9928,6
Cell30144,6
Cell4598,6
Cell6331,6
Cell20008,6
Cell44156,6
Cell13554,6
Cell3797,6
Cell46470,6
Cell67510,6
Cell70061,6
Cell64443,6
Cell20236,6
Cell69439,6
Cell68456,6
Cell60921,6
Cell6166,6
Cell39780,6
Cell2764,6
Cell63796,6
Cell1657,6
Cell71631,6
Cell68520,6
Cell7070,6
Cell73029,6
Cell72450,6
Cell58051,6
Cell69964,6
Cell26888,6
Cell64676,6
Cell67887,6
Cell58831,6
Cell16562,6
Cell22201,6
Cell60023,6
Cell50222,6
Cell42010,6
Cell48556,6
Cell57956,6
Cell27937,6
Cell65515,6
Cell45243,6
Cell32094,6
Cell48991,6
Cell10474,6
Cell14695,6
Cell71466,6
Cell59732,6
Cell35969,6
Cell42437,6
Cell5716,6
Cell36105,6
Cell65123,6
Cell55756,6
Cell57162,6
Cell54487,6
Cell11422,6
Cell43998,6
Cell66139,6
Cell61676,6
Cell39333,6
Cell5665,6
Cell1656,6
Cell29680,6
Cell62977,6
Cell21882,6
Cell50897,6
Cell34591,6
Cell11759,6
Cell56145,6
Cell26336,6
Cell70722,6
Cell27320,6
Cell50141,6
Cell52549,6
Cell58016,6
Cell9838,6
Cell61108,6
Cell55919,6
Cell19856,6
Cell58117,6
Cell30337,6
Cell14811,6
Cell19798,6
Cell24837,6
Cell43122,6
Cell66,6
Cell8841,6
Cell41921,6
Cell25151,6
Cell60753,6
Cell25191,6
Cell53807,6
Cell28747,6
Cell71801,6
Cell66247,6
Cell4285,6
Cell29062,6
Cell23714,6
Cell67448,6
Cell19100,6
Cell72105,6
Cell50102,6
Cell66443,6
Cell14554,6
Cell16115,6
Cell44187,6
Cell67401,6
Cell55850,6
Cell35818,6
Cell64452,6
Cell1714,6
Cell11384,6
Cell12656,6
Cell56231,6
Cell5410,6
Cell3463,6
Cell1604,6
Cell63839,6
Cell54636,6
Cell53549,6
Cell24189,6
Cell62401,6
Cell55449,6
Cell51122,6
Cell64738,6
Cell69289,6
Cell68803,6
Cell67157,6
Cell11992,6
Cell39770,6
Cell58804,6
Cell38763,6
Cell37231,6
Cell12691,6
Cell6862,6
Cell32518,6
Cell14412,6
Cell15011,6
Cell20994,6
Cell3153,6
Cell19520,6
Cell32777,6
Cell17537,6
Cell6619,6
Cell63112,6
Cell63190,6
Cell51729,6
Cell52966,6
Cell71794,6
Cell65000,6
Cell58632,6
Cell72727,6
Cell6937,6
Cell59045,6
Cell44270,6
Cell46761,6
Cell10966,6
Cell33076,6
Cell29872,6
Cell66083,6
Cell31972,6
Cell43516,6
Cell56910,6
Cell19483,6
Cell27468,6
Cell3655,6
Cell33805,6
Cell17623,6
Cell51619,6
Cell8655,6
Cell20551,6
Cell43191,6
Cell19455,6
Cell23162,6
Cell58230,6
Cell45606,6
Cell10065,6
Cell60990,6
Cell60029,6
Cell2854,6
Cell54964,6
Cell56700,6
Cell52332,6
Cell50665,6
Cell7949,6
Cell63856,6
Cell45815,6
Cell65098,6
Cell71040,6
Cell36905,6
Cell26860,6
Cell3989,6
Cell26513,6
Cell22928,6
Cell56352,6
Cell52043,6
Cell34542,6
Cell20685,6
Cell40043,6
Cell4815,6
Cell21541,6
Cell70469,6
Cell20259,6
Cell15487,6
Cell20129,6
Cell34864,6
Cell33934,6
Cell40304,6
Cell22173,6
Cell13593,6
Cell29046,6
Cell51056,6
Cell1866,6
Cell6557,6
Cell270,6
Cell32578,6
Cell52954,6
Cell44377,6
Cell20724,6
Cell20761,6
Cell49156,6
Cell35381,6
Cell13571,6
Cell32519,6
Cell71452,6
Cell39316,6
Cell32062,6
Cell44341,6
Cell45917,6
Cell26166,6
Cell1335,6
Cell24418,6
Cell2594,6
Cell21636,6
Cell70890,6
Cell2864,6
Cell77,6
Cell47715,6
Cell24327,6
Cell70976,6
Cell11364,6
Cell4951,6
Cell20612,6
Cell10263,6
Cell7741,6
Cell10404,6
Cell15158,6
Cell13246,6
Cell60052,6
Cell4957,6
Cell29440,6
Cell67713,6
Cell51809,6
Cell49891,6
Cell45110,6
Cell35383,6
Cell10733,6
Cell68410,6
Cell40436,6
Cell19534,6
Cell28251,6
Cell20579,6
Cell39523,6
Cell43711,6
Cell46814,6
Cell60978,6
Cell52829,6
Cell16914,6
Cell9758,6
Cell6762,6
Cell57115,6
Cell52475,6
Cell14120,6
Cell31239,6
Cell4113,6
Cell58520,6
Cell38568,6
Cell32130,6
Cell57904,6
Cell27332,6
Cell70712,6
Cell55367,6
Cell10303,6
Cell44382,6
Cell882,6
Cell6495,6
Cell41091,6
Cell2435,6
Cell22999,6
Cell30457,6
Cell18046,6
Cell24077,6
Cell68757,6
Cell68994,6
Cell65633,6
Cell58123,6
Cell11531,6
Cell49372,6
Cell38574,6
Cell34187,6
Cell66581,6
Cell23215,6
Cell1396,6
Cell28519,6
Cell47333,6
Cell11477,6
Cell40725,6
Cell21729,6
Cell14957,6
Cell47088,6
Cell61038,6
Cell67728,6
Cell64,6
Cell13591,6
Cell55795,6
Cell3257,6
Cell24061,6
Cell40226,6
Cell5990,6
Cell19353,6
Cell13137,6
Cell33210,6
Cell39786,6
Cell1477,6
Cell44042,6
Cell62971,6
Cell56788,6
Cell12515,6
Cell27050,6
Cell4215,6
Cell1172,6
Cell57685,6
Cell51950,6
Cell59427,6
Cell27802,6
Cell4644,6
Cell9971,6
Cell21378,6
Cell28252,6
Cell67702,6
Cell51558,6
Cell20525,6
Cell63221,6
Cell68849,6
Cell30993,6
Cell47280,6
Cell69692,6
Cell68006,6
Cell37305,6
Cell52465,6
Cell37526,6
Cell72641,6
Cell47080,6
Cell56999,6
Cell35043,6
Cell51089,6
Cell20395,6
Cell38360,6
Cell45746,6
Cell22001,6
Cell28050,6
Cell23978,6
Cell68507,6
Cell56992,6
Cell59721,6
Cell63516,6
Cell39473,6
Cell46731,6
Cell57413,6
Cell51107,6
Cell55355,6
Cell58770,6
Cell42652,6
Cell2503,6
Cell67047,6
Cell71643,6
Cell3302,6
Cell67581,6
Cell10975,6
Cell59606,6
Cell58897,6
Cell27566,6
Cell31698,6
Cell23316,6
Cell59863,6
Cell8432,6
Cell65432,6
Cell33462,6
Cell4575,6
Cell70259,6
Cell28735,6
Cell34860,6
Cell12145,6
Cell29969,6
Cell2805,6
Cell27876,6
Cell62876,6
Cell9378,6
Cell24590,6
Cell55542,6
Cell3358,6
Cell37869,6
Cell46292,6
Cell51369,6
Cell12047,6
Cell20253,6
Cell72032,6
Cell61452,6
Cell20762,6
Cell60774,6
Cell72421,6
Cell71577,6
Cell48317,6
Cell40310,6
Cell37211,6
Cell6383,6
Cell69736,6
Cell2671,6
Cell3813,6
Cell33906,6
Cell9238,6
Cell36781,6
Cell37642,6
Cell36021,6
Cell53995,6
Cell22345,6
Cell4592,6
Cell42699,6
Cell37359,6
Cell34931,6
Cell3402,6
Cell23243,6
Cell36660,6
Cell1052,6
Cell43889,6
Cell16588,6
Cell17517,6
Cell28804,6
Cell23970,6
Cell63358,6
Cell10288,6
Cell25646,6
Cell64079,6
Cell70032,6
Cell30379,6
Cell14331,6
Cell25102,6
Cell27013,6
Cell71109,6
Cell36644,6
Cell49402,6
Cell60125,6
Cell59143,6
Cell20924,6
Cell55817,6
Cell35805,6
Cell12556,6
Cell38821,6
Cell72629,6
Cell68039,6
Cell72125,6
Cell15707,6
Cell47157,6
Cell35762,6
Cell2985,6
Cell30244,6
Cell32567,6
Cell20654,6
Cell18975,6
Cell40991,6
Cell68697,6
Cell39852,6
Cell3120,6
Cell54499,6
Cell62205,6
Cell4619,6
Cell22836,6
Cell56247,6
Cell13578,6
Cell28468,6
Cell35575,6
Cell30849,6
Cell46481,6
Cell45272,6
Cell69302,6
Cell64494,6
Cell60538,6
Cell46512,6
Cell45971,6
Cell68714,6
Cell17397,6
Cell39584,6
Cell662,6
Cell3199,6
Cell57346,6
Cell41953,6
Cell47146,6
Cell41929,6
Cell23975,6
Cell27599,6
Cell49374,6
Cell6456,6
Cell4472,6
Cell2498,6
Cell33701,6
Cell57482,6
Cell69802,6
Cell50844,6
Cell13322,6
Cell53573,6
Cell30124,6
Cell44602,6
Cell17466,6
Cell54477,6
Cell38626,6
Cell42741,6
Cell13831,6
Cell53755,6
Cell71027,6
Cell19714,6
Cell56607,6
Cell46011,6
Cell21251,6
Cell21742,6
Cell35938,6
Cell3882,6
Cell13687,6
Cell21622,6
Cell38895,6
Cell54969,6
Cell38759,6
Cell58337,6
Cell16410,6
Cell21858,6
Cell7242,6
Cell25989,6
Cell55832,6
Cell1789,6
Cell53739,6
Cell45889,6
Cell65848,6
Cell19362,6
Cell30844,6
Cell70551,6
Cell10996,6
Cell65576,6
Cell15817,6
Cell9090,6
Cell65981,6
Cell67089,6
Cell63064,6
Cell18666,6
Cell64219,6
Cell34417,6
Cell38831,6
Cell59990,6
Cell20804,6
Cell12937,6
Cell67597,6
Cell24599,6
Cell60292,6
Cell68195,6
Cell25234,6
Cell48364,6
Cell39182,6
Cell43257,6
Cell8086,6
Cell20892,6
Cell61546,6
Cell17915,6
Cell39171,6
Cell17643,6
Cell58858,6
Cell48319,6
Cell59075,6
Cell61579,6
Cell1486,6
Cell30667,6
Cell59389,6
Cell66728,6
Cell56481,6
Cell20319,6
Cell1891,6
Cell11023,6
Cell25921,6
Cell68740,6
Cell64071,6
Cell48631,6
Cell70733,6
Cell53696,6
Cell48515,6
Cell34709,6
Cell25933,6
Cell59833,6
Cell67225,6
Cell121,6
Cell44655,6
Cell63264,6
Cell57409,6
Cell439,6
Cell26691,6
Cell7187,6
Cell34276,6
Cell68064,6
Cell30198,6
Cell3074,6
Cell71853,6
Cell36546,6
Cell7467,6
Cell37791,6
Cell561,6
Cell58370,6
Cell60807,6
Cell27426,6
Cell40816,6
Cell26050,6
Cell14829,6
Cell11234,6
Cell49392,6
Cell7191,6
Cell22615,6
Cell2612,6
Cell41901,6
Cell48861,6
Cell53836,6
Cell13452,6
Cell55020,6
Cell33770,6
Cell35277,6
Cell38113,6
Cell43985,6
Cell49489,6
Cell67832,6
Cell57418,6
Cell65329,6
Cell61978,6
Cell30894,6
Cell71193,6
Cell48675,6
Cell26249,6
Cell45143,6
Cell68353,6
Cell29997,6
Cell15395,6
Cell70090,6
Cell10616,6
Cell5022,6
Cell25034,6
Cell51437,6
Cell58246,6
Cell45438,6
Cell58480,6
Cell22572,6
Cell69762,6
Cell1417,6
Cell73067,6
Cell23264,6
Cell12141,6
Cell51423,6
Cell15989,6
Cell67938,6
Cell3410,6
Cell6694,6
Cell11007,6
Cell19977,6
Cell56164,6
Cell32108,6
Cell65209,6
Cell9204,6
Cell40567,6
Cell70585,6
Cell66195,6
Cell21475,6
Cell42824,6
Cell65010,6
Cell2507,6
Cell47635,6
Cell66050,6
Cell25891,6
Cell34441,6
Cell70136,6
Cell42324,6
Cell64249,6
Cell66220,6
Cell50368,6
Cell29148,6
Cell15683,6
Cell34352,6
Cell8642,6
Cell13658,6
Cell12681,6
Cell9003,6
Cell60545,6
Cell17370,6
Cell20773,6
Cell60202,6
Cell1632,6
Cell71219,6
Cell4006,6
Cell64879,6
Cell16792,6
Cell5430,6
Cell59643,6
Cell41083,6
Cell30934,6
Cell37280,6
Cell8201,6
Cell42940,6
Cell61819,6
Cell24422,6
Cell18312,6
Cell63257,6
Cell22378,6
Cell5531,6
Cell66369,6
Cell36080,6
Cell11933,6
Cell28575,6
Cell27656,6
Cell64434,6
Cell51447,6
Cell51846,6
Cell14524,6
Cell64469,6
Cell38055,6
Cell52697,6
Cell45796,6
Cell1903,6
Cell23078,6
Cell5493,6
Cell65936,6
Cell22278,6
Cell35609,6
Cell43975,6
Cell28675,6
Cell53026,6
Cell38211,6
Cell67538,6
Cell8344,6
Cell6396,6
Cell30655,6
Cell33748,6
Cell56333,6
Cell51352,6
Cell9247,6
Cell59200,6
Cell10776,6
Cell67771,6
Cell28974,6
Cell38445,6
Cell16585,6
Cell7726,6
Cell48713,6
Cell30038,6
Cell40661,6
Cell2338,6
Cell57695,6
Cell32076,6
Cell30150,6
Cell22967,6
Cell70358,6
Cell14855,6
Cell11018,6
Cell2313,6
Cell41298,6
Cell29106,6
Cell41638,6
Cell8752,6
Cell62729,6
Cell26873,6
Cell40738,6
Cell2936,6
Cell8690,6
Cell44089,6
Cell51040,6
Cell44527,6
Cell49512,6
Cell68663,6
Cell39444,6
Cell66607,6
Cell33428,6
Cell56453,6
Cell4732,6
Cell63404,6
Cell56876,6
Cell13597,6
Cell54897,6
Cell911,6
Cell6709,6
Cell70027,6
Cell4892,6
Cell48092,6
Cell34705,6
Cell56296,6
Cell3458,6
Cell63948,6
Cell38099,6
Cell67178,6
Cell15663,6
Cell66179,6
Cell11525,6
Cell14814,6
Cell4275,6
Cell49620,6
Cell1830,6
Cell38852,6
Cell47447,6
Cell46289,6
Cell13419,6
Cell43123,6
Cell66721,6
Cell27816,6
Cell22874,6
Cell46582,6
Cell11430,6
Cell19873,6
Cell36302,6
Cell8950,6
Cell11617,6
Cell51519,6
Cell60812,6
Cell33027,6
Cell52893,6
Cell16161,6
Cell35996,6
Cell50921,6
Cell35822,6
Cell57870,6
Cell45885,6
Cell37896,6
Cell34328,6
Cell10422,6
Cell64200,6
Cell6357,6
Cell2493,6
Cell60537,6
Cell46242,6
Cell28591,6
Cell5619,6
Cell19122,6
Cell14721,6
Cell38988,6
Cell42153,6
Cell54593,6
Cell39769,6
Cell63788,6
Cell35281,6
Cell11731,6
Cell63486,6
Cell62791,6
Cell26351,6
Cell66666,6
Cell29816,6
Cell61709,6
Cell55407,6
Cell64629,6
Cell17069,6
Cell70370,6
Cell10835,6
Cell6039,6
Cell68724,6
Cell10265,6
Cell50303,6
Cell60459,6
Cell29160,6
Cell16644,6
Cell10845,6
Cell37548,6
Cell37608,6
Cell15052,6
Cell15915,6
Cell59382,6
Cell60434,6
Cell61239,6
Cell34094,6
Cell37922,6
Cell73088,6
Cell37840,6
Cell8786,6
Cell15252,6
Cell45264,6
Cell13611,6
Cell5829,6
Cell8127,6
Cell47192,6
Cell66221,6
Cell37042,6
Cell32462,6
Cell15205,6
Cell62129,6
Cell38790,6
Cell41784,6
Cell26321,6
Cell50193,6
Cell6086,6
Cell71128,6
Cell7778,6
Cell63650,6
Cell6317,6
Cell22053,6
Cell64133,6
Cell47624,6
Cell58774,6
Cell16505,6
Cell8601,6
Cell29751,6
Cell25771,6
Cell41460,6
Cell42051,6
Cell64181,6
Cell32678,6
Cell7785,6
Cell7521,6
Cell62026,6
Cell69921,6
Cell23966,6
Cell39407,6
Cell37666,6
Cell48398,6
Cell5458,6
Cell4808,6
Cell70315,6
Cell4563,6
Cell14222,6
Cell21612,6
Cell56878,6
Cell27261,6
Cell32548,6
Cell3789,6
Cell4829,6
Cell64182,6
Cell46994,6
Cell40508,6
Cell46913,6
Cell57466,6
Cell17951,6
Cell71636,6
Cell11173,6
Cell17083,6
Cell64767,6
Cell23880,6
Cell57328,6
Cell19094,6
Cell24215,6
Cell27178,6
Cell27804,6
Cell25604,6
Cell30840,6
Cell31252,6
Cell61459,6
Cell46835,6
Cell12888,6
Cell40358,6
Cell37586,6
Cell17035,6
Cell7043,6
Cell55818,6
Cell21575,6
Cell14473,6
Cell4493,6
Cell32173,6
Cell64357,6
Cell5542,6
Cell41642,6
Cell65653,6
Cell15649,6
Cell64853,6
Cell71670,6
Cell31072,6
Cell44443,6
Cell30559,6
Cell33794,6
Cell22135,6
Cell12255,6
Cell11940,6
Cell53431,6
Cell59466,6
Cell19366,6
Cell6577,6
Cell28098,6
Cell29005,6
Cell22897,6
Cell2628,6
Cell50429,6
Cell61494,6
Cell5345,6
Cell15616,6
Cell56986,6
Cell60320,6
Cell22644,6
Cell6925,6
Cell57927,6
Cell29138,6
Cell26925,6
Cell40110,6
Cell60628,6
Cell39701,6
Cell36245,6
Cell42376,6
Cell44705,6
Cell32514,6
Cell61611,6
Cell54095,6
Cell16370,6
Cell58170,6
Cell58921,6
Cell48470,6
Cell47438,6
Cell45210,6
Cell24775,6
Cell39133,6
Cell18032,6
Cell63583,6
Cell47010,6
Cell31349,6
Cell23683,6
Cell16076,6
Cell66686,6
Cell22095,6
Cell12933,6
Cell71086,6
Cell63737,6
Cell69613,6
Cell28772,6
Cell15595,6
Cell15439,6
Cell60456,6
Cell13308,6
Cell67601,6
Cell55752,6
Cell71342,6
Cell32813,6
Cell31810,6
Cell42999,6
Cell71338,6
Cell72051,6
Cell57259,6
Cell72865,6
Cell64729,6
Cell39750,6
Cell50688,6
Cell69704,6
Cell60971,6
Cell41999,6
Cell72570,6
Cell7908,6
Cell68324,6
Cell27110,6
Cell41765,6
Cell32766,6
Cell17214,6
Cell65195,6
Cell23615,6
Cell36110,6
Cell41836,6
Cell34051,6
Cell41517,6
Cell8268,6
Cell11969,6
Cell37519,6
Cell7651,6
Cell15675,6
Cell50757,6
Cell6307,6
Cell59000,6
Cell60505,6
Cell48001,6
Cell26377,6
Cell32136,6
Cell20752,6
Cell42918,6
Cell61868,6
Cell51811,6
Cell1761,6
Cell7207,6
Cell72018,6
Cell39003,6
Cell68533,6
Cell37694,6
Cell27231,6
Cell71196,6
Cell16516,6
Cell9091,6
Cell27899,6
Cell42554,6
Cell54357,6
Cell62136,6
Cell56619,6
Cell45789,6
Cell20372,6
Cell11212,6
Cell39274,6
Cell33991,6
Cell62365,6
Cell68569,6
Cell11706,6
Cell45356,6
Cell63563,6
Cell17371,6
Cell4438,6
Cell19706,6
Cell12520,6
Cell44756,6
Cell11697,6
Cell25749,6
Cell16673,6
Cell51148,6
Cell51295,6
Cell45409,6
Cell4081,6
Cell57091,6
Cell7306,6
Cell64667,6
Cell56276,6
Cell49609,6
Cell2115,6
Cell67974,6
Cell50819,6
Cell18083,6
Cell55431,6
Cell69676,6
Cell70575,6
Cell43827,6
Cell21979,6
Cell63201,6
Cell24481,6
Cell14401,6
Cell42405,6
Cell31623,6
Cell49031,6
Cell36434,6
Cell68942,6
Cell65358,6
Cell35141,6
Cell47142,6
Cell40849,6
Cell49608,6
Cell65110,6
Cell2658,6
Cell28894,6
Cell21209,6
Cell12995,6
Cell45723,6
Cell42933,6
Cell71668,6
Cell51975,6
Cell39785,6
Cell39128,6
Cell53838,6
Cell62085,6
Cell27686,6
Cell23809,6
Cell12985,6
Cell5796,6
Cell37328,6
Cell7553,6
Cell43555,6
Cell41176,6
Cell32592,6
Cell23136,6
Cell6787,6
Cell54500,6
Cell58606,6
Cell36357,6
Cell60040,6
Cell21932,6
Cell65082,6
Cell30165,6
Cell34413,6
Cell34397,6
Cell50635,6
Cell19732,6
Cell3261,6
Cell67504,6
Cell13698,6
Cell65034,6
Cell65013,6
Cell18595,6
Cell1838,6
Cell47575,6
Cell18796,6
Cell25066,6
Cell61865,6
Cell39320,6
Cell52513,6
Cell1867,6
Cell58,6
Cell33724,6
Cell19920,6
Cell28366,6
Cell51287,6
Cell51457,6
Cell48331,6
Cell18628,6
Cell2037,6
Cell55384,6
Cell40347,6
Cell24143,6
Cell21799,6
Cell15229,6
Cell30145,6
Cell532,6
Cell7661,6
Cell55402,6
Cell13879,6
Cell53789,6
Cell60452,6
Cell17103,6
Cell6916,6
Cell9789,6
Cell67182,6
Cell1675,6
Cell19399,6
Cell8058,6
Cell28007,6
Cell44345,6
Cell29259,6
Cell63694,6
Cell21974,6
Cell42331,6
Cell65337,6
Cell54231,6
Cell14097,6
Cell33663,6
Cell53880,6
Cell58609,6
Cell26772,6
Cell55164,6
Cell73117,6
Cell40239,6
Cell26168,6
Cell10892,6
Cell12966,6
Cell19880,6
Cell59673,6
Cell70880,6
Cell34535,6
Cell50163,6
Cell5464,6
Cell22363,6
Cell7611,6
Cell56441,6
Cell21601,6
Cell33131,6
Cell32952,6
Cell37727,6
Cell25615,6
Cell15249,6
Cell8206,6
Cell40066,6
Cell68378,6
Cell34283,6
Cell13375,6
Cell68146,6
Cell2144,6
Cell42174,6
Cell35308,6
Cell44828,6
Cell14808,6
Cell1532,6
Cell32579,6
Cell21404,6
Cell48570,6
Cell19558,6
Cell5167,6
Cell4711,6
Cell17855,6
Cell38223,6
Cell24314,6
Cell46006,6
Cell60698,6
Cell59915,6
Cell28685,6
Cell50195,6
Cell25802,6
Cell13855,6
Cell41355,6
Cell38042,6
Cell47707,6
Cell44749,6
Cell23424,6
Cell46640,6
Cell27975,6
Cell65562,6
Cell62194,6
Cell3665,6
Cell4878,6
Cell23883,6
Cell70397,6
Cell67476,6
Cell40234,6
Cell39713,6
Cell4423,6
Cell47729,6
Cell25664,6
Cell54936,6
Cell44249,6
Cell44935,6
Cell71432,6
Cell39318,6
Cell12048,6
Cell50663,6
Cell63428,6
Cell62585,6
Cell50050,6
Cell56174,6
Cell23613,6
Cell64400,6
Cell5415,6
Cell3387,6
Cell25850,6
Cell58887,6
Cell11469,6
Cell32483,6
Cell50772,6
Cell49214,6
Cell15125,6
Cell26723,6
Cell26026,6
Cell7342,6
Cell36514,6
Cell4091,6
Cell33217,6
Cell21070,6
Cell33902,6
Cell21095,6
Cell2554,6
Cell64554,6
Cell56893,6
Cell4129,6
Cell46709,6
Cell1371,6
Cell2192,6
Cell57930,6
Cell11281,6
Cell20265,6
Cell2355,6
Cell21710,6
Cell31177,6
Cell24556,6
Cell52386,6
Cell44171,6
Cell26311,6
Cell29803,6
Cell8837,6
Cell31074,6
Cell61717,6
Cell58926,6
Cell9514,6
Cell6436,6
Cell59687,6
Cell64665,6
Cell3750,6
Cell70087,6
Cell20201,6
Cell34703,6
Cell49734,6
Cell37326,6
Cell73053,6
Cell20630,6
Cell53251,6
Cell57785,6
Cell29072,6
Cell27770,6
Cell9030,6
Cell7946,6
Cell15739,6
Cell56821,6
Cell56253,6
Cell9259,6
Cell28146,6
Cell66860,6
Cell37415,6
Cell54729,6
Cell35390,6
Cell6595,6
Cell60218,6
Cell8480,6
Cell12585,6
Cell4490,6
Cell56522,6
Cell12566,6
Cell57882,6
Cell13609,6
Cell43826,6
Cell38198,6
Cell123,6
Cell20438,6
Cell16970,6
Cell38694,6
Cell62114,6
Cell19863,6
Cell72384,6
Cell55249,6
Cell45335,6
Cell7779,6
Cell13607,6
Cell25723,6
Cell71235,6
Cell64672,6
Cell18133,6
Cell1817,6
Cell538,6
Cell29958,6
Cell4482,6
Cell72949,6
Cell61986,6
Cell72827,6
Cell39482,6
Cell12551,6
Cell22986,6
Cell24494,6
Cell15872,6
Cell14863,6
Cell9523,6
Cell25649,6
Cell47014,6
Cell27523,6
Cell68288,6
Cell58197,6
Cell70228,6
Cell53248,6
Cell24975,6
Cell24202,6
Cell35337,6
Cell28789,6
Cell18349,6
Cell53629,6
Cell39946,6
Cell30462,6
Cell4652,6
Cell54469,6
Cell30070,6
Cell23959,6
Cell67518,6
Cell69064,6
Cell33275,6
Cell40227,6
Cell43472,6
Cell886,6
Cell63493,6
Cell41215,6
Cell5915,6
Cell10881,6
Cell49744,6
Cell72543,6
Cell48876,6
Cell6053,6
Cell68657,6
Cell29332,6
Cell44505,6
Cell57948,6
Cell62491,6
Cell32563,6
Cell684,6
Cell23363,6
Cell56675,6
Cell34748,6
Cell59768,6
Cell46718,6
Cell8639,6
Cell19363,6
Cell57740,6
Cell27691,6
Cell22555,6
Cell37314,6
Cell33727,6
Cell54778,6
Cell60842,6
Cell19097,6
Cell26936,6
Cell59949,6
Cell58384,6
Cell20801,6
Cell10875,6
Cell42848,6
Cell50494,6
Cell3878,6
Cell54732,6
Cell39731,6
Cell35241,6
Cell40920,6
Cell4613,6
Cell11443,6
Cell22828,6
Cell57671,6
Cell70553,6
Cell69144,6
Cell9028,6
Cell5658,6
Cell47814,6
Cell26476,6
Cell38047,6
Cell57494,6
Cell6576,6
Cell28861,6
Cell18632,6
Cell21101,6
Cell34690,6
Cell53583,6
Cell24859,6
Cell52286,6
Cell43868,6
Cell33842,6
Cell21588,6
Cell53330,6
Cell12295,6
Cell11324,6
Cell9481,6
Cell70987,6
Cell72558,6
Cell47036,6
Cell60707,6
Cell20731,6
Cell3848,6
Cell35542,6
Cell51249,6
Cell20157,6
Cell55733,6
Cell26036,6
Cell60096,6
Cell28246,6
Cell14511,6
Cell55069,6
Cell71663,6
Cell57953,6
Cell21177,6
Cell66189,6
Cell47427,6
Cell45772,6
Cell10226,6
Cell28744,6
Cell30912,6
Cell61924,6
Cell34091,6
Cell36991,6
Cell14539,6
Cell8065,6
Cell6548,6
Cell12574,6
Cell69655,6
Cell46341,6
Cell27483,6
Cell56901,6
Cell39893,6
Cell10619,6
Cell53591,6
Cell19257,6
Cell23138,6
Cell48302,6
Cell5585,6
Cell69097,6
Cell18310,6
Cell36217,6
Cell18829,6
Cell51281,6
Cell17841,6
Cell46643,6
Cell59937,6
Cell33562,6
Cell47296,6
Cell69270,6
Cell47614,6
Cell60730,6
Cell29992,6
Cell14133,6
Cell6587,6
Cell45535,6
Cell70776,6
Cell39442,6
Cell67247,6
Cell60128,6
Cell35503,6
Cell18928,6
Cell35831,6
Cell39635,6
Cell17728,6
Cell49508,6
Cell36739,6
Cell19089,6
Cell53779,6
Cell62720,6
Cell28908,6
Cell52702,6
Cell20842,6
Cell20428,6
Cell20645,6
Cell49896,6
Cell38474,6
Cell18175,6
Cell69446,6
Cell908,6
Cell28873,6
Cell54304,6
Cell45788,6
Cell69806,6
Cell30943,6
Cell61798,6
Cell61638,6
Cell73001,6
Cell64347,6
Cell24036,6
Cell51549,6
Cell58891,6
Cell48674,6
Cell33403,6
Cell4221,6
Cell66656,6
Cell8814,6
Cell24066,6
Cell6230,6
Cell14566,6
Cell16784,6
Cell55410,6
Cell43274,6
Cell51994,6
Cell3091,6
Cell18104,6
Cell54356,6
Cell51178,6
Cell43169,6
Cell21182,6
Cell51621,6
Cell28006,6
Cell70442,6
Cell31108,6
Cell24780,6
Cell7062,6
Cell7399,6
Cell38780,6
Cell15444,6
Cell71931,6
Cell51063,6
Cell13592,6
Cell20879,6
Cell43369,6
Cell39878,6
Cell39987,6
Cell34256,6
Cell46024,6
Cell73130,6
Cell30605,6
Cell48369,6
Cell18141,6
Cell16808,6
Cell22166,6
Cell29729,6
Cell13454,6
Cell13716,6
Cell57102,6
Cell26075,6
Cell30211,6
Cell56883,6
Cell66601,6
Cell39203,6
Cell28459,6
Cell68688,6
Cell53315,6
Cell38914,6
Cell59767,6
Cell53384,6
Cell45751,6
Cell47365,6
Cell71110,6
Cell20607,6
Cell67270,6
Cell64612,6
Cell29893,6
Cell70524,6
Cell10464,6
Cell12604,6
Cell10811,6
Cell47489,6
Cell68754,6
Cell2780,6
Cell51238,6
Cell53053,6
Cell24557,6
Cell14871,6
Cell396,6
Cell22760,6
Cell14652,6
Cell51879,6
Cell40099,6
Cell28329,6
Cell58942,6
Cell42807,6
Cell18978,6
Cell55125,6
Cell37085,6
Cell310,6
Cell29425,6
Cell70843,6
Cell34954,6
